,symbol,currency,cik,exchange,exchange_short_name,industry,country,ipo_date,is_fund
28159,CPI.JO,ZAc,,Johannesburg Stock Exchange,JNB,Banks - Regional,ZA,2000-01-04,False
28160,GIGSEK.ST,SEK,,Stockholm Stock Exchange,STO,"Gambling, Resorts & Casinos",MT,2015-11-30,False
28161,BCE.TO,CAD,,Toronto Stock Exchange,TSX,Telecommunications Services,CA,1996-05-06,False
28162,WPM,USD,0001323404,New York Stock Exchange,NYSE,Gold,CA,2005-07-06,False
28163,VOYA-PB,USD,0001535929,New York Stock Exchange,NYSE,Financial - Conglomerates,US,2019-06-12,False
28164,LATGU,USD,0001868269,NASDAQ Global Market,NASDAQ,Shell Companies,MX,2022-01-25,False
28165,NH.BO,INR,,Bombay Stock Exchange,BSE,Medical - Care Facilities,IN,,False
28166,GRWXF,USD,,Other OTC,OTC,Asset Management,GB,2018-06-14,False
28167,FQT.DE,EUR,,Deutsche Börse,XETRA,Communication Equipment,AT,2019-07-03,False
28168,STX.L,GBp,,London Stock Exchange,LSE,Drug Manufacturers - Specialty & Generic,GB,2016-02-26,False
28169,ADVANC-R.BK,THB,,Stock Exchange of Thailand,SET,Telecommunications Services,TH,2011-11-17,False
28170,YRL.WA,PLN,,Warsaw Stock Exchange,WSE,Information Technology Services,PL,2006-10-06,False
28171,MHLXMIRU.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
28172,UP.CN,CAD,,Canadian Securities Exchange,CNQ,Advertising Agencies,CA,2004-03-19,False
28173,6367.T,JPY,,Tokyo Stock Exchange,JPX,Construction,JP,2000-01-04,False
28174,JVAAX,USD,0001217286,NASDAQ,NASDAQ,Asset Management,US,2005-02-28,True
28175,MEQYF,USD,,Other OTC,OTC,Real Estate - Services,CA,2007-02-12,False
28176,MASTEK.NS,INR,,National Stock Exchange of India,NSE,Information Technology Services,IN,2002-07-01,False
28177,ICNC-WT,USD,0001858351,New York Stock Exchange,NYSE,,,,False
28178,KOZAY,USD,0001532173,Other OTC,OTC,Gold,TR,2011-11-29,False
28179,NILASPACES.NS,INR,,National Stock Exchange of India,NSE,Real Estate - Development,IN,2018-12-28,False
28180,DECA,USD,0001913577,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-06-07,False
28181,SOLG.L,GBp,,London Stock Exchange,LSE,Industrial Materials,AU,2006-02-10,False
28182,IDTVF,USD,,Other OTC,OTC,Asset Management,SE,2013-07-29,False
28183,PKG.CN,CAD,,Canadian Securities Exchange,CNQ,Integrated Freight & Logistics,CA,2013-04-16,False
28184,FKKFF,USD,,Other OTC,OTC,Banks - Regional,JP,2014-03-27,False
28185,0ND2.L,EUR,,London Stock Exchange,LSE,Industrial - Machinery,DE,2010-11-16,False
28186,CNO.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Chemicals - Specialty,US,2007-02-13,False
28187,GPACU,USD,0001831979,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-01-12,False
28188,AUR,USD,0001828108,NASDAQ Global Select,NASDAQ,Information Technology Services,US,2021-05-10,False
28189,UZD,USD,0000821130,New York Stock Exchange,NYSE,Telecommunications Services,US,2020-08-20,False
28190,OCAX,USD,0001820175,Other OTC,OTC,Shell Companies,US,2021-03-09,False
28191,CMTNF,USD,,Other OTC,OTC,Industrial Materials,CA,2022-09-01,False
28192,STHZ.CN,CAD,,Canadian Securities Exchange,CNQ,Drug Manufacturers - Specialty & Generic,US,2002-02-05,False
28193,ALBAF,USD,,Other OTC,OTC,Industrial Materials,GB,2020-12-18,False
28194,WEF.TO,CAD,,Toronto Stock Exchange,TSX,"Paper, Lumber & Forest Products",CA,2007-10-25,False
28195,DSACU,USD,0001823466,NASDAQ Capital Market,NASDAQ,Shell Companies,HK,2020-10-29,False
28196,CAEEF,USD,,Other OTC,OTC,Staffing & Employment Services,JP,2022-12-07,False
28197,LILAB,USD,0001712184,Other OTC,OTC,Telecommunications Services,US,2015-07-01,False
28198,SAKUMA-RE.NS,INR,,National Stock Exchange of India,NSE,,,,False
28199,CAT-B.ST,SEK,,Stockholm Stock Exchange,STO,Asset Management,SE,2000-01-03,False
28200,DBG.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2014-07-02,False
28201,GLP-PA,USD,0001323468,New York Stock Exchange,NYSE,Oil & Gas Midstream,US,2018-08-02,False
28202,WPCB,USD,0001836074,New York Stock Exchange,NYSE,Shell Companies,US,,False
28203,SURYAROSNI.BO,INR,,Bombay Stock Exchange,BSE,Steel,IN,2000-06-15,False
28204,VERANDA.NS,INR,,National Stock Exchange of India,NSE,Education & Training Services,IN,2022-04-11,False
28205,SPKLU,USD,0001884046,NASDAQ,NASDAQ,Shell Companies,US,2023-10-06,False
28206,MDP.TO,CAD,,Toronto Stock Exchange,TSX,Drug Manufacturers - Specialty & Generic,CA,2014-01-09,False
28207,PARAGMILK.NS,INR,,National Stock Exchange of India,NSE,Packaged Foods,IN,2016-05-19,False
28208,BECVY,USD,,Other OTC,OTC,Broadcasting,TH,2013-08-20,False
28209,PKCOF,USD,,Other OTC,OTC,Industrial - Infrastructure Operations,JP,2013-05-28,False
28210,URF.AX,AUD,,Australian Securities Exchange,ASX,REIT - Residential,AU,2012-07-23,False
28211,MDSMF,USD,,Other OTC,OTC,Gold,AU,2010-03-01,False
28212,RNERU,USD,0001854461,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-10-05,False
28213,HOILF,USD,,Other OTC,OTC,Software - Application,CA,2016-12-02,False
28214,ELK.OL,NOK,,Oslo Stock Exchange,OSL,Chemicals - Specialty,NO,2018-03-22,False
28215,HTCO,USD,0001928948,NASDAQ Global Market,NASDAQ,Marine Shipping,SG,,False
28216,005740.KS,KRW,,Korea Exchange,KSC,Food Confectioners,KR,2000-01-04,False
28217,HAWLM,USD,0000046207,Other OTC,OTC,Regulated Electric,US,2012-08-03,False
28218,THM.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Other Precious Metals,US,2010-09-24,False
28219,CMGHF,USD,,Other OTC,OTC,Agricultural Farm Products,HK,2009-09-09,False
28220,ELEKTRA.MX,MXN,,Mexican Stock Exchange,MEX,Financial - Conglomerates,MX,2000-12-25,False
28221,VULNF,USD,,Other OTC,OTC,Industrial Materials,AU,2020-11-27,False
28222,BEAGU,USD,0001852207,NASDAQ Global Market,NASDAQ,Financial - Conglomerates,US,2024-12-16,False
28223,2GB.DE,EUR,,Deutsche Börse,XETRA,Industrial - Machinery,DE,2007-07-31,False
28224,TCF.L,GBp,,London Stock Exchange,LSE,Biotechnology,GB,2015-10-21,False
28225,JBARF,USD,0001475011,Other OTC,OTC,Asset Management,CH,2012-02-22,False
28226,FPLPF,USD,,Other OTC,OTC,Financial - Credit Services,GB,2010-12-16,False
28227,FIRRY,USD,,Other OTC,OTC,Agricultural - Machinery,CN,2012-07-20,False
28228,AMM.TO,CAD,,Toronto Stock Exchange,TSX,Gold,CA,1996-08-13,False
28229,0OHG.L,EUR,,London Stock Exchange,LSE,Travel Lodging,ES,2006-06-16,False
28230,LEHN.SW,CHF,,Swiss Exchange,SIX,Electrical Equipment & Parts,CH,2000-01-04,False
28231,MCAFU,USD,0001853774,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-06-30,False
28232,PROZONINTU.NS,INR,,National Stock Exchange of India,NSE,Real Estate - Diversified,IN,2012-09-12,False
28233,SCUA-WT,USD,0001853594,New York Stock Exchange,NYSE,,,,False
28234,BBCB,USD,0001485894,New York Stock Exchange Arca,AMEX,Asset Management - Bonds,US,2018-12-17,False
28235,MLM.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2004-11-22,False
28236,8233.T,JPY,,Tokyo Stock Exchange,JPX,Department Stores,JP,2000-01-04,False
28237,BRLIU,USD,0001787518,NASDAQ Capital Market,NASDAQ,Shell Companies,CN,2020-06-24,False
28238,GIP.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Renewable Utilities,CA,2013-02-28,False
28239,CRARY,USD,0001279967,Other OTC,OTC,Banks - Regional,FR,2009-12-29,False
28240,CUCSY,USD,,Other OTC,OTC,Telecommunications Services,CN,2017-01-05,False
28241,GPLDF,USD,0001300050,Other OTC,OTC,Gold,CA,2008-10-27,False
28242,ELVT,USD,0001651094,New York Stock Exchange,NYSE,Financial - Credit Services,US,2017-04-06,False
28243,SGENX,USD,0000906352,NASDAQ,NASDAQ,Asset Management - Global,US,1980-01-02,True
28244,HPAL.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2021-12-27,False
28245,AMC.AX,AUD,,Australian Securities Exchange,ASX,Packaging & Containers,CH,1988-01-31,False
28246,601326.SS,CNY,,Shanghai Stock Exchange,SHH,Marine Shipping,CN,2017-08-16,False
28247,SOU.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,GB,2005-06-29,False
28248,GSRT,USD,0002029023,NASDAQ Global Market,NASDAQ,Shell Companies,US,2024-12-19,False
28249,069080.KS,KRW,,Korea Exchange,KSC,Electronic Gaming & Multimedia,,2003-05-26,False
28250,UGE.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Solar,CA,2014-08-13,False
28251,MDIKF,USD,,Other OTC,OTC,Oil & Gas Equipment & Services,JP,2013-04-12,False
28252,SJVN.BO,INR,,Bombay Stock Exchange,BSE,Renewable Utilities,IN,2010-05-20,False
28253,GORV,USD,0001721741,NASDAQ Capital Market,NASDAQ,Auto - Dealerships,US,2018-03-20,False
28254,WIN.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2021-09-22,False
28255,CRN.L,GBp,,London Stock Exchange,LSE,Residential Construction,IE,2015-06-10,False
28256,EEEH.PA,EUR,,Euronext Paris,PAR,Asset Management,LU,2018-09-25,False
28257,SREEL.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Footwear & Accessories,IN,2012-12-05,False
28258,NMI.DE,EUR,,Deutsche Börse,XETRA,Medical - Healthcare Information Services,DE,2020-03-26,False
28259,4088.T,JPY,,Tokyo Stock Exchange,JPX,Chemicals - Specialty,JP,2001-01-01,False
28260,BCKIF,USD,,Other OTC,OTC,Engineering & Construction,GB,2012-01-17,False
28261,0FF.F,EUR,,Frankfurt Stock Exchange,XETRA,Marine Shipping,BM,2019-07-16,False
28262,TSCDY,USD,0000885834,Other OTC,OTC,Grocery Stores,GB,1999-05-06,False
28263,KID.OL,NOK,,Oslo Stock Exchange,OSL,Specialty Retail,NO,2015-11-02,False
28264,CEMEXA.MX,MXN,,Mexican Stock Exchange,MEX,Construction Materials,,,True
28265,CGP.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Other Precious Metals,CA,1999-11-29,False
28266,GLBLU,USD,0001838615,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-02-24,False
28267,ENGGY,USD,,Other OTC,OTC,Regulated Gas,ES,2010-01-05,False
28268,TKFEN.IS,TRY,,Istanbul Stock Exchange,IST,Engineering & Construction,TR,2007-11-23,False
28269,CNLPL,USD,0000023426,Other OTC,OTC,Regulated Electric,US,1999-03-11,False
28270,DBVT,USD,0001613780,NASDAQ Global Select,NASDAQ,Biotechnology,FR,2014-10-22,False
28271,ESSARSHPNG.BO,INR,,Bombay Stock Exchange,BSE,Marine Shipping,IN,2011-11-15,False
28272,0QO2.L,CHF,,London Stock Exchange,LSE,Engineering & Construction,CH,2017-09-01,False
28273,VLD,USD,0001825079,New York Stock Exchange,NYSE,Computer Hardware,US,2021-01-25,False
28274,BPIRF,USD,0001437441,Other OTC,OTC,Banks - Regional,GR,2017-08-08,False
28275,EMIL.BO,INR,,Bombay Stock Exchange,BSE,Specialty Retail,IN,2022-10-17,False
28276,HINDOILEXP.NS,INR,,National Stock Exchange of India,NSE,Oil & Gas Exploration & Production,IN,1996-01-01,False
28277,CRFCF,USD,,Other OTC,OTC,Specialty Retail,GB,2021-04-08,False
28278,GGT-PE,USD,0000921671,New York Stock Exchange,NYSE,Asset Management,US,2017-09-22,True
28279,0IK3.L,USD,,London Stock Exchange,LSE,Industrial Materials,US,2018-01-29,False
28280,CTP.AX,AUD,,Australian Securities Exchange,ASX,Oil & Gas Exploration & Production,AU,2006-03-06,False
28281,HRL,USD,0000048465,New York Stock Exchange,NYSE,Packaged Foods,US,1980-03-17,False
28282,BYH.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2017-10-16,False
28283,BHMDF,USD,,Other OTC,OTC,Asset Management,JE,2008-11-20,False
28284,N3IA.F,EUR,,Frankfurt Stock Exchange,XETRA,Auto - Manufacturers,CN,2019-02-01,False
28285,TRF.NS,INR,,National Stock Exchange of India,NSE,Industrial - Machinery,IN,2010-01-08,False
28286,C.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2017-06-15,False
28287,NEXE.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Packaging & Containers,CA,2020-12-18,False
28288,GAB-PG,USD,0000794685,New York Stock Exchange,NYSE,Asset Management,US,2012-08-03,True
28289,BBUC.TO,CAD,,Toronto Stock Exchange,TSX,Asset Management,US,2022-03-07,False
28290,CNOVAPETRO.NS,INR,,National Stock Exchange of India,NSE,Manufacturing - Textiles,IN,2011-11-04,False
28291,PELI,USD,0002037431,NASDAQ Global Select,NASDAQ,Asset Management,US,2025-05-23,False
28292,KMPH,USD,0001434647,NASDAQ Global Select,NASDAQ,Biotechnology,US,2015-04-16,False
28293,NESTE.HE,EUR,,NASDAQ Helsinki,HEL,Oil & Gas Refining & Marketing,FI,2005-04-18,False
28294,HYAC,USD,0001819253,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-04-22,False
28295,APM.PA,EUR,,Euronext Paris,PAR,Biotechnology,GB,2020-11-25,False
28296,C6C.AX,AUD,,Australian Securities Exchange,ASX,Copper,CA,2018-04-10,False
28297,PTOAF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,CA,2008-06-25,False
28298,FNMAO,USD,0000310522,Other OTC,OTC,Financial - Mortgages,US,2000-08-17,False
28299,LGMK,USD,0001566826,NASDAQ Capital Market,NASDAQ,Security & Protection Services,US,2013-08-23,False
28300,2330.TW,TWD,,Taipei Exchange,TAI,Semiconductors,TW,2000-01-04,False
28301,VIAOY,USD,0001769116,Other OTC,OTC,"Hardware, Equipment & Parts",DE,2020-09-25,False
28302,0HOU.L,USD,,London Stock Exchange,LSE,Auto - Parts,US,2018-01-29,False
28303,TRPL4.SA,BRL,,B3 S.A.,SAO,Independent Power Producers,BR,2000-01-03,False
28304,XBRA.CN,CAD,,Canadian Securities Exchange,CNQ,Drug Manufacturers - Specialty & Generic,CA,2021-10-18,False
28305,COROMANDEL.NS,INR,,National Stock Exchange of India,NSE,Agricultural Inputs,IN,2002-08-12,False
28306,SKCBY,USD,,Other OTC,OTC,Banks - Regional,JP,2012-03-02,False
28307,NOA,USD,0001368519,New York Stock Exchange,NYSE,Oil & Gas Equipment & Services,CA,2006-11-22,False
28308,LRS.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2010-09-21,False
28309,EXEL,USD,0000939767,NASDAQ Global Select,NASDAQ,Biotechnology,US,2000-04-17,False
28310,PLLIF,USD,,Other OTC,OTC,Auto - Parts,IT,2019-02-14,False
28311,0LC3.L,USD,,London Stock Exchange,LSE,Financial - Diversified,US,2018-01-29,False
28312,RADICO.NS,INR,,National Stock Exchange of India,NSE,Beverages - Wineries & Distilleries,IN,2003-06-18,False
28313,GBBYF,USD,,Other OTC,OTC,Leisure,CN,2013-10-02,False
28314,HUMBF,USD,,Other OTC,OTC,Tobacco,CA,2021-08-31,False
28315,GLPEF,USD,0001385535,Other OTC,OTC,Oil & Gas Integrated,PT,2007-12-12,False
28316,GRPFF,USD,0000912892,Other OTC,OTC,Telecommunications Services,MX,2009-12-18,False
28317,8002.T,JPY,,Tokyo Stock Exchange,JPX,Conglomerates,JP,2000-01-04,False
28318,HARIOMPIPE.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2022-04-13,False
28319,SPNT,USD,0001576018,New York Stock Exchange,NYSE,Insurance - Reinsurance,BM,2013-08-15,False
28320,NOCSF,USD,,Other OTC,OTC,Other Precious Metals,CA,2021-01-08,False
28321,INDOSTAR.NS,INR,,National Stock Exchange of India,NSE,Financial - Credit Services,IN,2018-05-21,False
28322,OGO.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Food Distribution,CA,2008-09-25,False
28323,THYCF,USD,,Other OTC,OTC,Construction Materials,JP,2011-04-06,False
28324,MXCT.L,GBp,,London Stock Exchange,LSE,Medical - Devices,US,2016-03-29,False
28325,0338.HK,HKD,,Hong Kong Stock Exchange,HKSE,Oil & Gas Refining & Marketing,CN,1993-07-26,False
28326,IQG.L,GBp,,London Stock Exchange,LSE,Software - Application,GB,2011-06-22,False
28327,LGYSF,USD,,Other OTC,OTC,Real Estate - Services,CN,2022-07-22,False
28328,PARXF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,CA,2010-03-18,False
28329,DWNI.DE,EUR,,Deutsche Börse,XETRA,Real Estate - Development,DE,2006-07-03,False
28330,AMI.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2008-02-13,False
28331,PLPKF,USD,,Other OTC,OTC,Agricultural - Machinery,AU,2019-11-19,False
28332,CLNFF,USD,,Other OTC,OTC,Specialty Business Services,CA,2013-02-12,False
28333,STSS,USD,0001737995,NASDAQ Capital Market,NASDAQ,Medical - Instruments & Supplies,US,2022-04-14,False
28334,KU2.DE,EUR,,Deutsche Börse,XETRA,Industrial - Machinery,DE,2016-06-20,False
28335,ORCL.SW,USD,,Swiss Exchange,SIX,Software - Infrastructure,US,2014-11-03,False
28336,JSEJF,USD,,Other OTC,OTC,Financial - Data & Stock Exchanges,ZA,2007-09-18,False
28337,EVE.SW,CHF,,Swiss Exchange,SIX,Biotechnology,CH,2005-05-03,False
28338,TORQ.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2007-10-25,False
28339,6060.HK,HKD,,Hong Kong Stock Exchange,HKSE,Insurance - Property & Casualty,CN,2017-09-28,False
28340,EGTYF,USD,0001629632,Other OTC,OTC,Electrical Equipment & Parts,CA,2010-06-09,False
28341,SPXCF,USD,,Other OTC,OTC,Financial - Data & Stock Exchanges,SG,2008-01-02,False
28342,MAKSY,USD,,Other OTC,OTC,Department Stores,GB,2007-07-30,False
28343,KGFHY,USD,,Other OTC,OTC,Home Improvement,GB,1996-11-18,False
28344,UCOBANK.BO,INR,,Bombay Stock Exchange,BSE,Banks - Regional,IN,2003-12-10,False
28345,JDPRX,USD,0000277751,NASDAQ,NASDAQ,Asset Management,US,2005-01-25,True
28346,VIVEF,USD,0001127055,Other OTC,OTC,Entertainment,FR,2009-02-13,False
28347,NBFJF,USD,,Other OTC,OTC,REIT - Office,JP,2013-02-22,False
28348,DBOEY,USD,,Other OTC,OTC,Financial - Data & Stock Exchanges,DE,2010-01-05,False
28349,GOP,USD,,Chicago Board Options Exchange,CBOE,Asset Management,US,2023-02-07,False
28350,FMIVU,USD,0001842916,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-03-18,False
28351,HAGAX,USD,0000897111,NASDAQ,NASDAQ,Asset Management,US,1998-08-20,True
28352,RAMRAT.BO,INR,,Bombay Stock Exchange,BSE,Electrical Equipment & Parts,IN,2005-02-21,False
28353,RSMXF,USD,0001858994,Other OTC,OTC,Silver,CA,2022-09-07,False
28354,SGIOF,USD,0001281721,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,JP,2018-02-28,False
28355,AURA33.SA,BRL,,B3 S.A.,SAO,Gold,US,2020-07-06,False
28356,MDTR.TA,ILA,,Tel Aviv Stock Exchange,TLV,Real Estate - Services,IL,2014-03-11,False
28357,MNOW.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Medical - Healthcare Information Services,CA,2021-03-09,False
28358,NMNSF,USD,,Other OTC,OTC,,,,False
28359,NCTKF,USD,,Other OTC,OTC,Industrial - Machinery,JP,2012-01-17,False
28360,JP,USD,0001616291,New York Stock Exchange,NYSE,Asset Management,CN,2015-07-16,False
28361,VNA.F,EUR,,Frankfurt Stock Exchange,XETRA,Real Estate - Services,DE,2013-07-11,False
28362,VTL.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2002-07-01,False
28363,HMT.BO,INR,,Bombay Stock Exchange,BSE,Agricultural - Machinery,IN,2000-06-14,False
28364,AMROF,USD,,Other OTC,OTC,Industrial - Machinery,AU,2021-08-24,False
28365,GCWOF,USD,,Other OTC,OTC,Construction Materials,MX,2010-10-15,False
28366,QH-R.BK,THB,,Stock Exchange of Thailand,SET,Real Estate - Diversified,TH,2007-12-28,False
28367,CGAS5.SA,BRL,,B3 S.A.,SAO,Regulated Gas,BR,2001-06-06,False
28368,ADROITINFO.BO,INR,,Bombay Stock Exchange,BSE,Information Technology Services,IN,2000-01-25,False
28369,EDESY,USD,,Other OTC,OTC,Agricultural Farm Products,AU,2010-08-04,False
28370,CCIV,USD,0001811210,New York Stock Exchange,NYSE,Shell Companies,US,2020-09-18,False
28371,SAKUMA.NS,INR,,National Stock Exchange of India,NSE,Agricultural Farm Products,IN,2006-03-08,False
28372,HITECHGEAR.NS,INR,,National Stock Exchange of India,NSE,Auto - Parts,IN,2003-05-15,False
28373,HFC,USD,0000048039,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,US,2004-04-26,False
28374,1122.HK,HKD,,Hong Kong Stock Exchange,HKSE,Agricultural - Machinery,HK,1994-08-17,False
28375,ALC.TO,CAD,,Toronto Stock Exchange,TSX,Marine Shipping,CA,1995-11-29,False
28376,TV18BRDCST.BO,INR,,Bombay Stock Exchange,BSE,Broadcasting,IN,2007-02-08,False
28377,0336.HK,HKD,,Hong Kong Stock Exchange,HKSE,Chemicals - Specialty,HK,1992-01-22,False
28378,STMN.SW,CHF,,Swiss Exchange,SIX,Medical - Instruments & Supplies,CH,1998-07-17,False
28379,QUBSF,USD,,Other OTC,OTC,"Airlines, Airports & Air Services",AU,2009-02-13,False
28380,ABCAF,USD,,Other OTC,OTC,Industrial Materials,CA,2013-11-18,False
28381,TRIP,USD,0001526520,NASDAQ Global Select,NASDAQ,Travel Services,US,2011-12-07,False
28382,PDGNF,USD,,Other OTC,OTC,Auto - Dealerships,GB,2014-07-09,False
28383,ADERY,USD,,Other OTC,OTC,Industrial - Machinery,JP,2013-04-03,False
28384,NSIL.NS,INR,,National Stock Exchange of India,NSE,Asset Management,IN,2002-07-01,False
28385,LUCYW,USD,0001808377,NASDAQ Capital Market,NASDAQ,Medical - Instruments & Supplies,US,2022-08-15,False
