,symbol,currency,cik,exchange,exchange_short_name,industry,country,ipo_date,is_fund
285,YSHLF,USD,,Other OTC,OTC,Aerospace & Defense,CN,2007-06-01,False
286,MCLD,USD,0001756499,NASDAQ Capital Market,NASDAQ,Software - Application,CA,2018-06-04,False
287,RLGMF,USD,,Other OTC,OTC,Gold,CA,2012-02-22,False
288,0RG4.L,DKK,,London Stock Exchange,LSE,Oil & Gas Midstream,GB,2016-05-10,False
289,CTRGF,USD,,Other OTC,OTC,Real Estate - Services,CN,2019-06-07,False
290,DOU.F,EUR,,Frankfurt Stock Exchange,XETRA,Department Stores,DE,2000-01-03,False
291,ALMNG.PA,EUR,,Euronext Paris,PAR,Advertising Agencies,FR,2011-04-12,False
292,SW,USD,0002005951,New York Stock Exchange,NYSE,Packaging & Containers,IE,2024-07-08,False
293,SVIIW,USD,0001843477,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-10-28,False
294,JARA.L,GBp,,London Stock Exchange,LSE,Financial - Diversified,GB,2019-09-24,False
295,TBRIF,USD,,Other OTC,OTC,Medical - Devices,CA,2021-01-08,False
296,GAMCW,USD,0001841125,NASDAQ Capital Market,NASDAQ,Shell Companies,US,,False
297,SWVLW,USD,0001875609,NASDAQ Global Market,NASDAQ,Software - Application,AE,,False
298,RBW.L,GBp,,London Stock Exchange,LSE,Industrial Materials,GG,2017-01-30,False
299,CIPLA.NS,INR,,National Stock Exchange of India,NSE,Drug Manufacturers - General,IN,1996-01-01,False
300,KORE,USD,0001855457,New York Stock Exchange,NYSE,Telecommunications Services,US,2020-12-11,False
301,TACYY,USD,,Other OTC,OTC,Telecommunications Services,TH,2012-03-14,False
302,BUD.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2012-09-06,False
303,CALI.CN,CAD,,Canadian Securities Exchange,CNQ,Financial - Credit Services,CA,2017-12-29,False
304,AXS.L,GBp,,London Stock Exchange,LSE,"Paper, Lumber & Forest Products",GB,2005-10-26,False
305,TRU.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,1999-10-07,False
306,WCC-PA,USD,0000929008,New York Stock Exchange,NYSE,Industrial - Distribution,US,2020-06-22,False
307,0K9W.L,EUR,,London Stock Exchange,LSE,Packaging & Containers,FI,2007-11-21,False
308,BC8.DE,EUR,,Deutsche Börse,XETRA,Information Technology Services,DE,2000-01-24,False
309,VIPCLOTHNG.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
310,BRY.TO,CAD,,Toronto Stock Exchange,TSX,Oil & Gas Equipment & Services,CA,1996-07-31,False
311,8802.T,JPY,,Tokyo Stock Exchange,JPX,Real Estate - Diversified,JP,2000-01-04,False
312,CACO,USD,0001928948,NASDAQ Capital Market,NASDAQ,Marine Shipping,SG,2021-09-27,False
313,GLTA,USD,0001852767,New York Stock Exchange Arca,AMEX,Shell Companies,US,2021-08-30,False
314,CBG.L,GBp,,London Stock Exchange,LSE,Financial - Capital Markets,GB,1988-07-01,False
315,RAMAPHO.NS,INR,,National Stock Exchange of India,NSE,Agricultural Inputs,IN,2022-08-05,False
316,SKLUY,USD,,Other OTC,OTC,Industrial - Machinery,NZ,2016-09-20,False
317,MS-PF,USD,0000895421,New York Stock Exchange,NYSE,Financial - Capital Markets,US,2013-12-09,False
318,HITECHCORP.BO,INR,,Bombay Stock Exchange,BSE,Packaging & Containers,IN,2005-05-24,False
319,6415.TW,TWD,,Taipei Exchange,TAI,Semiconductors,CN,2013-12-12,False
320,BPOST.SW,CHF,,Swiss Exchange,SIX,Integrated Freight & Logistics,BE,2014-11-03,False
321,COP,USD,0001163165,New York Stock Exchange,NYSE,Oil & Gas Exploration & Production,US,1981-12-31,False
322,CLMOF,USD,,Other OTC,OTC,Renewable Utilities,SE,2018-09-10,False
323,TGIF.CN,CAD,,Canadian Securities Exchange,CNQ,Drug Manufacturers - Specialty & Generic,CA,2009-02-09,False
324,GNE.NZ,NZD,,New Zealand Exchange,NZE,Independent Power Producers,NZ,2014-04-16,False
325,MIURF,USD,,Other OTC,OTC,Industrial - Machinery,JP,2018-06-28,False
326,LSRG.L,RUB,,London Stock Exchange,LSE,,,2007-11-09,False
327,DCRDU,USD,0001848959,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-07-21,False
328,BRL.AX,AUD,,Australian Securities Exchange,ASX,Coal,NZ,2007-12-18,False
329,BDVSF,USD,,Other OTC,OTC,Conglomerates,ZA,2010-12-31,False
330,F-PD,USD,0000037996,New York Stock Exchange,NYSE,Auto - Manufacturers,US,1972-06-01,False
331,0GOX.L,EUR,,London Stock Exchange,LSE,Auto - Parts,AT,2011-04-20,False
332,MANUGRAPH.BO,INR,,Bombay Stock Exchange,BSE,Industrial - Machinery,IN,2001-04-11,False
333,ALBAV.HE,EUR,,NASDAQ Helsinki,HEL,Banks - Regional,FI,2000-01-03,False
334,KS.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Silver,CA,2013-03-20,False
335,BYND,USD,0001655210,NASDAQ Global Select,NASDAQ,Packaged Foods,US,2019-05-02,False
336,PPGHW,USD,0001826333,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-02-26,False
337,PND.F,EUR,,Frankfurt Stock Exchange,XETRA,Agricultural Farm Products,NO,2006-03-21,False
338,1393.HK,HKD,,Hong Kong Stock Exchange,HKSE,Coal,CN,2007-09-21,False
339,LSIHF,USD,,Other OTC,OTC,Real Estate - Diversified,HK,2011-10-18,False
340,SESHAPAPER.NS,INR,,National Stock Exchange of India,NSE,"Paper, Lumber & Forest Products",IN,2002-07-01,False
341,ICICIPRULI.BO,INR,,Bombay Stock Exchange,BSE,Insurance - Life,IN,2016-09-29,False
342,FR.PA,EUR,,Euronext Paris,PAR,Auto - Parts,FR,2000-01-03,False
343,OGC.AX,AUD,,Australian Securities Exchange,ASX,Gold,AU,2007-06-26,False
344,SIREF,USD,,Other OTC,OTC,Gold,CA,2010-09-22,False
345,SFIIF,USD,,Other OTC,OTC,Software - Infrastructure,AU,2020-02-18,False
346,LCFS.TO,CAD,,Toronto Stock Exchange,TSX,Renewable Utilities,CA,2021-08-13,False
347,MSM.JO,ZAc,,Johannesburg Stock Exchange,JNB,Department Stores,ZA,2000-01-04,False
348,QOMOU,USD,0001894210,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2022-09-30,False
349,FATBP,USD,0001705012,NASDAQ Capital Market,NASDAQ,Restaurants,US,2020-07-14,False
350,HEN3.F,EUR,,Frankfurt Stock Exchange,XETRA,Household & Personal Products,DE,2000-01-03,False
351,LUKEF,USD,,Other OTC,OTC,"Gambling, Resorts & Casinos",CA,2021-02-12,False
352,SPXSF,USD,0001518542,Other OTC,OTC,Industrial - Machinery,GB,2011-04-21,False
353,CHLSY,USD,,Other OTC,OTC,Food Confectioners,CH,2022-10-11,False
354,PINK.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Medical - Devices,CA,1996-08-08,False
355,BIT.AX,AUD,,Australian Securities Exchange,ASX,Biotechnology,AU,2001-01-23,False
356,SNEL.TA,ILA,,Tel Aviv Stock Exchange,TLV,Software - Application,IL,2002-08-12,False
357,JYSK.CO,DKK,,NASDAQ Copenhagen,CPH,Banks - Regional,DK,2004-10-04,False
358,0UWL.L,CAD,,London Stock Exchange,LSE,Oil & Gas Energy,CA,2018-01-29,False
359,KIRLOSBROS.BO,INR,,Bombay Stock Exchange,BSE,Industrial - Machinery,IN,2000-01-03,False
360,JBHT,USD,0000728535,NASDAQ Global Select,NASDAQ,Integrated Freight & Logistics,US,1983-11-22,False
361,WWAC,USD,0001853044,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-12-17,False
362,TOKYOPLAST.BO,INR,,Bombay Stock Exchange,BSE,Packaging & Containers,IN,2004-10-21,False
363,BCKMF,USD,,Other OTC,OTC,Real Estate - Services,CA,2012-08-15,False
364,GJF.OL,NOK,,Oslo Stock Exchange,OSL,Insurance - Diversified,NO,2010-12-10,False
365,NHPC.NS,INR,,National Stock Exchange of India,NSE,Renewable Utilities,IN,2009-09-01,False
366,PRAENG.BO,INR,,Bombay Stock Exchange,BSE,Real Estate - Development,IN,2005-03-16,False
367,ENFY,USD,0000857949,New York Stock Exchange,NYSE,Agricultural Inputs,CN,2008-04-16,False
368,2267.T,JPY,,Tokyo Stock Exchange,JPX,Beverages - Non-Alcoholic,JP,2001-01-01,False
369,PLSN.TA,ILA,,Tel Aviv Stock Exchange,TLV,Construction,IL,2002-08-12,False
370,ETHOSLTD.BO,INR,,Bombay Stock Exchange,BSE,Luxury Goods,IN,,False
371,RNFTF,USD,,Other OTC,OTC,Oil & Gas Integrated,RU,2013-02-15,False
372,SHRY,USD,0001552740,NASDAQ Global Market,NASDAQ,Asset Management,US,2017-06-22,False
373,0737.HK,HKD,,Hong Kong Stock Exchange,HKSE,Industrial - Infrastructure Operations,HK,2003-08-06,False
374,KINGFA.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2010-01-08,False
375,SEA.TO,CAD,,Toronto Stock Exchange,TSX,Gold,CA,1996-01-02,False
376,SNYYF,USD,,Other OTC,OTC,Agricultural - Machinery,CN,2012-09-25,False
377,CPECX,USD,0001355064,NASDAQ,NASDAQ,Asset Management,US,2011-12-22,True
378,NCMBF,USD,,Other OTC,OTC,Other Precious Metals,CA,2010-08-19,False
379,NLB.L,EUR,,London Stock Exchange,LSE,Banks - Regional,SI,2018-11-14,False
380,HARSHA.NS,INR,,National Stock Exchange of India,NSE,Manufacturing - Tools & Accessories,IN,2022-09-26,False
381,KHAICHEM.BO,INR,,Bombay Stock Exchange,BSE,Agricultural Inputs,IN,2005-05-04,False
382,COF-PK,USD,0000927628,New York Stock Exchange,NYSE,Financial - Credit Services,US,2020-09-11,False
383,SRGXF,USD,,Other OTC,OTC,Industrial Materials,CA,2012-08-17,False
384,GMD.AX,AUD,,Australian Securities Exchange,ASX,Gold,AU,2007-08-02,False
385,ENZ,USD,0000316253,New York Stock Exchange,NYSE,Medical - Diagnostics & Research,US,1980-06-12,False
386,CCCXU,USD,0002007825,NASDAQ Global Market,NASDAQ,Shell Companies,US,2025-05-13,False
387,MONT.BR,EUR,,Euronext Brussels,BRU,REIT - Industrial,BE,2006-10-17,False
388,JRV.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,1988-01-31,False
389,JGINX,USD,0000277751,NASDAQ,NASDAQ,Asset Management - Income,US,2005-11-30,True
390,WDS.AX,AUD,,Australian Securities Exchange,ASX,Oil & Gas Exploration & Production,AU,1988-01-31,False
391,TM5.DE,EUR,,Deutsche Börse,XETRA,Telecommunications Services,US,2020-04-16,False
392,3690.HK,HKD,,Hong Kong Stock Exchange,HKSE,Specialty Retail,CN,2018-09-20,False
393,FUISF,USD,,Other OTC,OTC,Insurance - Life,TW,2022-11-04,False
394,SWMA.ST,SEK,,Stockholm Stock Exchange,STO,Tobacco,SE,2000-01-03,False
395,KSL.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2008-10-21,False
396,REC.BR,EUR,,Euronext Brussels,BRU,Chemicals - Specialty,BE,1987-01-02,False
397,GSL,USD,0001430725,New York Stock Exchange,NYSE,Marine Shipping,GB,2008-08-15,False
398,TW.L,GBp,,London Stock Exchange,LSE,Residential Construction,GB,1988-07-01,False
399,EUMNF,USD,,Other OTC,OTC,Industrial Materials,CA,2021-01-08,False
400,CY1K.DE,EUR,,Deutsche Börse,XETRA,Railroads,DE,2016-09-08,False
401,ASMVF,USD,0001447945,Other OTC,OTC,Semiconductors,SG,2013-04-16,False
402,SICAGEN.NS,INR,,National Stock Exchange of India,NSE,Industrial Materials,IN,2002-08-12,False
403,CRON.TO,CAD,,Toronto Stock Exchange,TSX,Drug Manufacturers - Specialty & Generic,CA,2014-12-17,False
404,GENSOL.BO,INR,,Bombay Stock Exchange,BSE,Solar,IN,2023-07-03,False
405,ELMGF,USD,,Other OTC,OTC,Gold,CA,2021-11-11,False
406,SMV.L,GBp,,London Stock Exchange,LSE,Internet Content & Information,GB,2014-07-28,False
407,WATR.L,GBp,,London Stock Exchange,LSE,Specialty Business Services,GB,2005-02-24,False
408,MED,USD,0000910329,New York Stock Exchange,NYSE,Personal Products & Services,US,1993-12-30,False
409,EDIN.L,GBp,,London Stock Exchange,LSE,Asset Management,GB,2003-10-31,True
410,BIRMF,USD,,Other OTC,OTC,Industrial - Pollution & Treatment Controls,CA,2010-12-31,False
411,MEQ.TO,CAD,,Toronto Stock Exchange,TSX,Real Estate - Services,CA,2000-06-01,False
412,WALDW,USD,0001840199,NASDAQ Capital Market,NASDAQ,Software - Application,US,2021-05-19,False
413,DCOHF,USD,,Other OTC,OTC,Luxury Goods,HK,2012-03-14,False
414,PRFUF,USD,,Other OTC,OTC,Household & Personal Products,HK,2013-04-16,False
415,MOBQW,USD,0001084267,NASDAQ Capital Market,NASDAQ,Advertising Agencies,US,,False
416,ACEVW,USD,0001813658,NASDAQ Capital Market,NASDAQ,Shell Companies,,,False
417,EFRMF,USD,,Other OTC,OTC,Industrial Materials,CA,2014-09-30,False
418,HENOF,USD,,Other OTC,OTC,Household & Personal Products,DE,2011-04-06,False
419,HAWLN,USD,0000046207,Other OTC,OTC,Regulated Electric,US,2003-10-15,False
420,CRD,USD,0000025475,NASDAQ Global Select,NASDAQ,,US,2001-04-05,False
421,SLBK,USD,0001657642,Other OTC,OTC,Banks - Regional,US,2018-02-16,False
422,GLJ.DE,EUR,,Deutsche Börse,XETRA,Financial - Credit Services,DE,2000-04-04,False
423,STEELCAS.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2021-11-23,False
424,STSSW,USD,0001737995,NASDAQ Capital Market,NASDAQ,Financial - Capital Markets,US,2022-04-14,False
425,VNPKF,USD,,Other OTC,OTC,Agricultural Inputs,BR,2010-07-13,False
426,HLKHF,USD,,Other OTC,OTC,Auto - Parts,DE,2016-07-14,False
427,NBPS.L,GBp,,London Stock Exchange,LSE,Investment - Banking & Investment Services,US,2018-05-30,False
428,MANORAMA.NS,INR,,National Stock Exchange of India,NSE,Packaged Foods,IN,2022-07-01,False
429,GUJALKALI.NS,INR,,National Stock Exchange of India,NSE,Chemicals,IN,2002-07-01,False
430,CNTQ,USD,0001847986,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-08-24,False
431,HANNF,USD,0001123267,Other OTC,OTC,Industrial Materials,CA,2021-01-08,False
432,PPWLM,USD,0000075594,Other OTC,OTC,Diversified Utilities,US,2012-10-26,False
433,GAYAPROJ.BO,INR,,Bombay Stock Exchange,BSE,Engineering & Construction,IN,2006-10-20,False
434,AZN.L,GBp,,London Stock Exchange,LSE,Drug Manufacturers - General,GB,1993-05-21,False
435,LBBB,USD,0001867287,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-04-14,False
436,CM.TO,CAD,,Toronto Stock Exchange,TSX,Banks - Diversified,CA,1995-01-12,False
437,SNGSF,USD,,Other OTC,OTC,Packaging & Containers,HK,2013-03-05,False
438,SPX.L,GBp,,London Stock Exchange,LSE,Industrial - Machinery,GB,1988-07-01,False
439,EVLV,USD,0001805385,NASDAQ Capital Market,NASDAQ,Security & Protection Services,US,2020-09-22,False
440,PFE.F,EUR,,Frankfurt Stock Exchange,XETRA,Drug Manufacturers - General,US,2000-01-03,False
441,NEDAP.AS,EUR,,Euronext Amsterdam,AMS,Information Technology Services,NL,1998-07-21,False
442,SCST.ST,SEK,,Stockholm Stock Exchange,STO,Packaged Foods,SE,2014-06-27,False
443,GELNF,USD,,Other OTC,OTC,Electrical Equipment & Parts,GB,2021-12-07,False
444,SSII,USD,0001676163,NASDAQ,NASDAQ,Medical - Devices,US,2018-10-17,False
445,SHOFF,USD,,Other OTC,OTC,Leisure,JP,2021-12-22,False
446,9991.HK,HKD,,Hong Kong Stock Exchange,HKSE,Specialty Retail,CN,2020-09-29,False
447,NEWGEN.NS,INR,,National Stock Exchange of India,NSE,Software - Application,IN,2018-01-29,False
448,MAUTF,USD,,Other OTC,OTC,Gold,CA,2021-04-12,False
449,JRASX,USD,0000277751,NASDAQ,NASDAQ,Asset Management,US,2009-07-06,True
450,MPW,USD,0001287865,New York Stock Exchange,NYSE,REIT - Healthcare Facilities,US,2005-07-08,False
451,AJX.AX,AUD,,Australian Securities Exchange,ASX,Chemicals - Specialty,US,2007-08-17,False
452,DFILF,USD,0000871459,Other OTC,OTC,Grocery Stores,HK,2009-02-13,False
453,NHY.OL,NOK,,Oslo Stock Exchange,OSL,Aluminum,NO,2000-01-03,False
454,IBJHF,USD,,Other OTC,OTC,Construction Materials,GB,2017-11-09,False
455,ABCZF,USD,0001492074,Other OTC,OTC,Biotechnology,GB,2011-04-11,False
456,CTO.DE,EUR,,Deutsche Börse,XETRA,Discount Stores,US,2008-06-09,False
457,AKOM.PA,EUR,,Euronext Paris,PAR,Communication Equipment,US,2019-12-23,False
458,VISESHINFO.BO,INR,,Bombay Stock Exchange,BSE,Information Technology Services,IN,2004-10-18,False
459,DGE.L,GBp,,London Stock Exchange,LSE,Beverages - Wineries & Distilleries,GB,1988-05-03,False
460,BRMK-WT,USD,0001784797,New York Stock Exchange Arca,AMEX,,,,False
461,DMEHF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,CA,2009-05-08,False
462,AVTNPL.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2007-01-10,False
463,2327.T,JPY,,Tokyo Stock Exchange,JPX,Information Technology Services,JP,2002-10-11,False
464,BANG.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2008-02-20,False
465,STARHEALTH.NS,INR,,National Stock Exchange of India,NSE,Insurance - Diversified,IN,2021-12-10,False
466,PRAXIS.BO,INR,,Bombay Stock Exchange,BSE,Specialty Retail,IN,2018-01-31,False
467,PTICW,USD,0001821075,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-01-25,False
468,DNIYY,USD,0001487739,Other OTC,OTC,Industrial - Machinery,IT,2010-04-26,False
469,0938.HK,HKD,,Hong Kong Stock Exchange,HKSE,Real Estate - Services,HK,1997-09-26,False
470,AIFLF,USD,,Other OTC,OTC,Financial - Credit Services,JP,2022-06-01,False
471,CLRC,USD,0001903392,NASDAQ Global Market,NASDAQ,Shell Companies,GB,2022-06-02,False
472,VII,USD,0001826011,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-02-12,False
473,FEDL,USD,0001114446,New York Stock Exchange Arca,AMEX,Asset Management,US,2021-09-17,False
474,ALOR,USD,0001883962,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-01-13,False
475,4335.HK,HKD,,Hong Kong Stock Exchange,HKSE,Semiconductors,HK,2000-05-31,False
476,JUB.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,1996-07-31,False
477,0JY9.L,USD,,London Stock Exchange,LSE,Oil & Gas Energy,US,2018-01-19,False
478,MYID.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Software - Application,CA,2008-01-10,False
479,VBBR3.SA,BRL,,B3 S.A.,SAO,Specialty Retail,BR,2018-03-14,False
480,NOEJF,USD,,Other OTC,OTC,Manufacturing - Metal Fabrication,DE,2014-10-10,False
481,0220.HK,HKD,,Hong Kong Stock Exchange,HKSE,Beverages - Non-Alcoholic,CN,2007-12-17,False
482,RAMRAT.NS,INR,,National Stock Exchange of India,NSE,Electrical Equipment & Parts,IN,2022-07-29,False
483,PLUN.F,EUR,,Frankfurt Stock Exchange,XETRA,Electrical Equipment & Parts,US,2000-01-03,False
484,0JXB.L,USD,,London Stock Exchange,LSE,General Transportation,US,2004-12-16,False
485,AKSHOPTFBR.NS,INR,,National Stock Exchange of India,NSE,Communication Equipment,IN,2002-07-01,False
486,GM.SW,USD,,Swiss Exchange,SIX,Auto - Manufacturers,US,2014-11-03,False
487,AMG,USD,0001004434,New York Stock Exchange,NYSE,Asset Management,US,1997-11-21,False
488,1181.HK,HKD,,Hong Kong Stock Exchange,HKSE,Restaurants,HK,2011-04-19,False
489,9618.HK,HKD,,Hong Kong Stock Exchange,HKSE,Specialty Retail,CN,2020-06-18,False
490,JERIX,USD,0000277751,NASDAQ,NASDAQ,Real Estate - General,US,2007-11-29,True
491,BOSS.SW,EUR,,Swiss Exchange,SIX,Apparel - Footwear & Accessories,DE,2014-11-04,False
492,NNGF.DE,EUR,,Deutsche Börse,XETRA,Regulated Electric,GB,2007-12-11,False
493,EW,USD,0001099800,New York Stock Exchange,NYSE,Medical - Devices,US,2000-03-27,False
494,SRNA,USD,0001482541,Other OTC,OTC,Agricultural - Machinery,US,2011-04-05,False
495,0KSX.L,USD,,London Stock Exchange,LSE,Medical - Equipment & Services,US,2018-01-29,False
496,0RR3.L,EUR,,London Stock Exchange,LSE,Industrial - Distribution,FR,1985-01-07,False
497,DDD.AX,AUD,,Australian Securities Exchange,ASX,Construction Materials,AU,2007-03-21,False
498,BFTHX,USD,0000810902,NASDAQ,NASDAQ,Asset Management,US,2004-05-04,True
499,0H0U.L,SEK,,London Stock Exchange,LSE,"Hardware, Equipment & Parts",SE,2008-03-28,False
500,FACYF,USD,,Other OTC,OTC,Household & Personal Products,JP,2021-01-07,False
501,SSNLF,USD,,Other OTC,OTC,Consumer Electronics,KR,2001-08-06,False
502,JPRRF,USD,,Other OTC,OTC,REIT - Diversified,JP,2009-10-23,False
503,REO.CN,CAD,,Canadian Securities Exchange,CNQ,Asset Management,CA,2006-10-02,False
504,GATEW,USD,0001838513,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-11-22,False
505,RJF-PA,USD,0000720005,New York Stock Exchange,NYSE,Financial - Capital Markets,US,,False
506,WIGOX,USD,0000806633,NASDAQ,NASDAQ,Asset Management - Global,US,2016-02-01,True
507,EAC.CO,DKK,,NASDAQ Copenhagen,CPH,Asset Management,DK,2000-01-03,False
508,SMTOY,USD,,Other OTC,OTC,Auto - Parts,JP,1996-03-05,False
509,TARSONS.BO,INR,,Bombay Stock Exchange,BSE,Medical - Instruments & Supplies,IN,2021-11-26,False
510,688185.SS,CNY,,Shanghai Stock Exchange,SHH,Drug Manufacturers - Specialty & Generic,CN,2020-08-13,False
511,RDCPF,USD,,Other OTC,OTC,Specialty Business Services,CA,2013-04-17,False
512,CEN.PA,EUR,,Euronext Paris,PAR,Staffing & Employment Services,FR,1999-01-04,False
513,HOIEF,USD,,Other OTC,OTC,Electrical Equipment & Parts,JP,2014-01-15,False
514,RAONF,USD,,Other OTC,OTC,Biotechnology,AU,2021-03-09,False
515,MAI.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2006-07-04,False
516,0GC0.F,EUR,,Frankfurt Stock Exchange,XETRA,Gold,CA,2021-01-14,False
517,FUTR.L,GBp,,London Stock Exchange,LSE,Publishing,GB,1999-06-18,False
518,PFC.BO,INR,,Bombay Stock Exchange,BSE,Financial - Credit Services,IN,2007-02-23,False
519,BRG.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2000-10-17,False
520,LNGR,USD,0001432353,NASDAQ Global Select,NASDAQ,Asset Management - Global,,2016-05-09,False
521,NRBBEARING.BO,INR,,Bombay Stock Exchange,BSE,Auto - Parts,IN,2002-07-01,False
522,EUCRW,USD,0001822929,NASDAQ Capital Market,NASDAQ,Shell Companies,,,False
523,MENXF,USD,,Other OTC,OTC,Software - Application,CA,2015-07-31,False
524,JCNNX,USD,0000277751,NASDAQ,NASDAQ,Asset Management,US,2017-08-04,True
525,KANANIIND.NS,INR,,National Stock Exchange of India,NSE,Luxury Goods,IN,2011-12-14,False
526,KOTAKNIFTY.BO,INR,,Bombay Stock Exchange,BSE,Asset Management,IN,2010-04-06,False
527,1717.HK,HKD,,Hong Kong Stock Exchange,HKSE,Packaged Foods,HK,2009-10-08,False
528,RTO.L,GBp,,London Stock Exchange,LSE,Specialty Business Services,GB,1988-07-01,False
529,AUMMF,USD,,Other OTC,OTC,Gold,AU,2021-02-17,False
530,REPCOHOME.BO,INR,,Bombay Stock Exchange,BSE,Financial - Mortgages,IN,2013-04-01,False
531,UNH.NE,CAD,,CBOE CA,NEO,Medical - Healthcare Plans,CA,2022-07-26,False
532,ALBPS.PA,EUR,,Euronext Paris,PAR,Biotechnology,FR,2015-07-13,False
533,EIMCOELECO.NS,INR,,National Stock Exchange of India,NSE,Agricultural - Machinery,IN,2002-07-01,False
534,ATRA,USD,0001604464,NASDAQ Global Select,NASDAQ,Biotechnology,US,2014-10-16,False
535,0GP7.L,SEK,,London Stock Exchange,LSE,Medical - Pharmaceuticals,SE,2023-06-07,False
536,TUGCW,USD,0001847075,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-06-21,False
537,PBAX,USD,0001870404,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-11-30,False
538,ASTH,USD,0001083446,NASDAQ Capital Market,NASDAQ,Medical - Care Facilities,US,2009-03-11,False
